Partner ID,Partner Type,Earnings (Value),Earnings (Stability Type),Perf. Rating (Avg),Time on Platform (Months),Order/Trip Volume,Financial Activity (Score),Earnings Volatility,On-Time Loan Repayments,Operational Anomaly Score,Creditworthy
001143,Driver,1875,Stable,4.9,31,419,0.7,0.14,15,0.09,1
001144,Merchant,1352,Stable,4.7,36,350,0.53,0.21,9,0.22,1
001145,Driver,1198,Seasonal,4.6,24,371,0.36,0.38,6,0.0,0
001146,Driver,2183,Variable,4.3,13,563,0.54,0.1,8,0.1,0
001147,Driver,1448,Seasonal,3.9,3,452,0.46,0.35,8,0.17,0
001148,Merchant,1519,Variable,4.6,43,400,0.65,0.27,11,0.05,1
001149,Driver,2056,Stable,4.3,13,458,0.48,0.1,9,0.18,0
001150,Merchant,957,Variable,4.9,46,257,0.6,0.58,13,0.13,1
001151,Merchant,1209,Stable,4.7,42,362,0.51,0.47,10,0.16,1
001152,Driver,1860,Stable,4.1,24,523,0.5,0.17,8,0.14,0
001153,Driver,1970,Stable,4.8,43,483,0.83,0.1,15,0.12,1
001154,Driver,1964,Stable,4.9,41,392,0.82,0.19,15,0.0,1
001155,Driver,1496,Variable,4.1,5,424,0.3,0.28,5,0.28,0
001156,Driver,1024,Stable,4.8,36,332,0.4,0.32,7,0.09,1
001157,Driver,1702,Variable,4.7,43,501,0.75,0.23,15,0.0,1
001158,Merchant,1407,Seasonal,4.6,41,318,0.65,0.23,13,0.18,1
001159,Merchant,898,Stable,4.3,19,278,0.4,0.64,7,0.11,0
001160,Driver,1770,Stable,4.8,33,423,0.64,0.1,14,0.07,1
001161,Driver,1582,Stable,4.3,26,369,0.49,0.21,8,0.29,0
001162,Driver,1656,Seasonal,4.8,37,426,0.63,0.29,10,0.02,1
001163,Driver,1566,Stable,4.5,24,382,0.52,0.31,12,0.23,0
001164,Driver,2030,Stable,3.8,2,452,0.51,0.14,9,0.39,0
001165,Driver,1310,Stable,4.2,22,348,0.48,0.39,8,0.28,0
001166,Driver,1003,Seasonal,4.4,15,276,0.34,0.35,8,0.27,0
001167,Merchant,1695,Stable,5.0,36,494,0.63,0.12,12,0.0,1
001168,Driver,2072,Seasonal,4.6,22,524,0.62,0.15,14,0.12,1
001169,Driver,1483,Stable,5.0,32,386,0.58,0.21,11,0.0,1
001170,Merchant,1214,Stable,4.9,37,280,0.52,0.5,12,0.13,1
001171,Merchant,1911,Seasonal,4.8,42,418,0.63,0.15,13,0.22,1
001172,Merchant,1013,Stable,4.4,32,267,0.35,0.32,6,0.12,0
001173,Driver,1199,Variable,4.9,40,376,0.6,0.48,10,0.09,1
001174,Driver,2372,Variable,3.9,8,614,0.57,0.1,9,0.21,0
001175,Merchant,1864,Stable,3.9,1,551,0.46,0.1,8,0.2,0
001176,Merchant,1546,Seasonal,3.7,3,348,0.35,0.11,6,0.27,0
001177,Driver,2092,Stable,4.5,16,570,0.51,0.1,12,0.19,1
001178,Merchant,1185,Stable,3.9,2,330,0.31,0.32,6,0.35,0
001179,Merchant,1459,Stable,4.3,9,405,0.49,0.13,11,0.25,0
001180,Merchant,843,Stable,4.5,28,281,0.4,0.64,6,0.22,0
001181,Merchant,867,Stable,3.9,2,246,0.31,0.47,8,0.36,0
001182,Driver,1031,Seasonal,4.7,47,330,0.53,0.56,8,0.07,1
001183,Merchant,1204,Stable,4.3,7,391,0.33,0.28,6,0.19,0
001184,Merchant,1556,Stable,4.5,36,411,0.62,0.1,14,0.28,1
001185,Driver,1130,Variable,4.3,4,349,0.38,0.5,7,0.14,0
001186,Driver,2005,Stable,4.7,25,446,0.56,0.1,13,0.1,1
001187,Merchant,1256,Stable,4.2,13,354,0.37,0.4,8,0.11,0
001188,Driver,1633,Variable,4.8,39,436,0.54,0.13,11,0.15,1
001189,Driver,1621,Stable,4.8,28,449,0.48,0.18,9,0.14,1
001190,Driver,1331,Stable,4.9,45,323,0.63,0.33,10,0.0,1
001191,Driver,1907,Stable,4.8,39,464,0.72,0.2,15,0.15,1
001192,Merchant,1457,Stable,4.0,12,457,0.43,0.37,8,0.29,0
001193,Driver,2084,Stable,4.0,16,594,0.66,0.14,13,0.36,0
001194,Driver,1883,Variable,4.3,21,409,0.6,0.1,10,0.09,1
001195,Driver,1806,Stable,4.5,16,455,0.53,0.21,10,0.06,1
001196,Driver,1559,Stable,4.1,2,471,0.3,0.11,8,0.19,0
001197,Driver,2254,Stable,4.5,31,599,0.66,0.1,11,0.02,1
001198,Merchant,1942,Variable,4.5,23,485,0.52,0.16,9,0.18,1
001199,Merchant,1670,Stable,5.0,47,399,0.65,0.26,13,0.0,1
001200,Driver,1464,Variable,4.0,7,387,0.31,0.15,5,0.4,0
001201,Merchant,1297,Stable,3.9,9,401,0.34,0.43,4,0.24,0
001202,Driver,2014,Seasonal,4.4,37,598,0.72,0.16,13,0.05,1
001203,Driver,1584,Stable,4.9,30,338,0.53,0.24,11,0.19,1
001204,Merchant,874,Variable,4.0,1,238,0.29,0.54,5,0.3,0
001205,Driver,1038,Stable,4.5,24,293,0.36,0.48,5,0.17,0
001206,Driver,1979,Stable,4.2,18,419,0.51,0.1,9,0.32,0
001207,Driver,1927,Stable,4.7,40,578,0.62,0.1,11,0.25,1
001208,Merchant,1953,Stable,4.4,19,577,0.59,0.11,10,0.17,1
001209,Driver,1953,Stable,4.6,41,544,0.76,0.1,15,0.17,1
001210,Driver,1791,Stable,4.2,7,526,0.54,0.27,12,0.1,0
001211,Merchant,1464,Seasonal,4.2,8,421,0.41,0.21,10,0.25,0
001212,Merchant,1969,Stable,4.9,46,393,0.77,0.11,15,0.0,1
001213,Driver,2165,Stable,5.0,43,485,0.88,0.13,15,0.0,1
001214,Driver,1898,Stable,4.4,12,458,0.63,0.1,12,0.23,1
001215,Driver,1301,Stable,4.7,33,342,0.51,0.21,10,0.23,1
001216,Driver,1082,Stable,3.8,2,288,0.24,0.46,5,0.42,0
001217,Driver,1315,Stable,3.9,15,371,0.47,0.46,8,0.35,0
001218,Driver,2369,Stable,4.3,14,668,0.66,0.1,15,0.28,1
001219,Driver,1511,Stable,4.6,32,381,0.62,0.33,13,0.22,1
001220,Merchant,969,Variable,4.4,29,272,0.48,0.61,9,0.18,0
001221,Driver,2288,Stable,4.1,6,466,0.59,0.1,10,0.24,0
001222,Driver,1639,Variable,4.5,12,404,0.47,0.12,11,0.21,0
001223,Driver,2218,Stable,4.8,41,557,0.8,0.1,15,0.04,1
001224,Driver,1694,Stable,4.3,26,513,0.52,0.1,12,0.28,0
001225,Driver,2378,Variable,4.5,22,531,0.72,0.1,15,0.3,1
001226,Merchant,1081,Stable,4.2,10,275,0.32,0.47,5,0.2,0
001227,Driver,2176,Stable,5.0,41,443,0.79,0.1,15,0.13,1
001228,Driver,1038,Stable,4.5,24,348,0.37,0.47,6,0.03,0
001229,Driver,1419,Variable,4.3,12,403,0.41,0.29,9,0.32,0
001230,Merchant,1153,Stable,5.0,39,359,0.49,0.26,9,0.01,1
001231,Driver,1817,Stable,4.2,22,444,0.63,0.1,11,0.15,0
001232,Driver,1465,Stable,4.2,1,321,0.28,0.22,6,0.22,0
001233,Driver,2366,Stable,4.0,2,649,0.64,0.1,10,0.33,0
001234,Merchant,1437,Stable,4.4,22,333,0.41,0.27,6,0.13,0
001235,Driver,2287,Variable,4.1,1,526,0.54,0.1,12,0.29,0
001236,Merchant,1404,Stable,4.6,26,362,0.5,0.35,11,0.0,1
001237,Driver,1362,Stable,4.4,35,395,0.52,0.39,9,0.17,0
001238,Driver,1482,Stable,4.4,14,400,0.52,0.33,8,0.31,0
001239,Merchant,1415,Stable,4.1,23,362,0.41,0.17,9,0.08,0
001240,Merchant,1331,Variable,4.5,31,363,0.57,0.43,13,0.22,1
001241,Driver,1559,Stable,4.1,2,476,0.4,0.22,9,0.23,0
001242,Driver,1453,Stable,4.3,14,375,0.49,0.39,10,0.18,0
001243,Driver,1663,Variable,4.5,35,349,0.53,0.24,8,0.24,1
001244,Driver,1715,Stable,4.4,24,405,0.64,0.16,12,0.1,1
001245,Driver,2328,Seasonal,4.2,19,577,0.68,0.1,11,0.12,1
001246,Driver,1718,Stable,4.0,8,428,0.5,0.25,8,0.28,0
001247,Driver,2131,Stable,4.7,44,538,0.83,0.1,15,0.15,1
001248,Merchant,1995,Variable,4.6,46,441,0.8,0.11,15,0.02,1
001249,Driver,2101,Stable,5.0,37,618,0.8,0.14,15,0.02,1
001250,Merchant,1720,Stable,3.7,6,509,0.36,0.22,8,0.3,0
001251,Merchant,1347,Stable,4.4,31,352,0.52,0.2,12,0.27,0
001252,Driver,1827,Stable,4.1,14,491,0.59,0.1,9,0.21,0
001253,Driver,1021,Stable,4.8,45,289,0.47,0.59,9,0.0,1
001254,Driver,1831,Stable,5.0,46,436,0.68,0.26,11,0.14,1
001255,Merchant,929,Seasonal,4.3,24,303,0.41,0.41,9,0.06,0
001256,Driver,1967,Stable,4.7,28,582,0.72,0.1,15,0.23,1
001257,Driver,2332,Stable,4.4,39,569,0.83,0.1,15,0.14,1
001258,Merchant,1524,Variable,4.3,18,443,0.42,0.26,9,0.12,0
001259,Driver,1625,Stable,4.5,44,493,0.57,0.23,13,0.2,1
001260,Driver,1629,Variable,4.2,8,356,0.54,0.28,12,0.22,0
001261,Driver,2484,Variable,4.3,20,570,0.65,0.1,13,0.25,1
001262,Driver,1411,Variable,4.1,10,374,0.35,0.19,9,0.25,0
001263,Driver,1251,Stable,4.8,47,344,0.54,0.34,10,0.11,1
001264,Driver,1919,Seasonal,4.3,4,513,0.39,0.1,6,0.31,0
001265,Merchant,1601,Seasonal,3.9,4,401,0.4,0.28,10,0.38,0
001266,Merchant,1769,Stable,4.5,27,424,0.51,0.1,10,0.27,0
001267,Merchant,1574,Stable,4.9,40,395,0.63,0.22,10,0.0,1
001268,Driver,2374,Stable,4.6,33,608,0.85,0.1,15,0.08,1
001269,Driver,1866,Stable,4.3,7,496,0.4,0.22,9,0.12,0
001270,Driver,2178,Variable,5.0,46,501,0.86,0.1,15,0.08,1
001271,Merchant,1848,Stable,4.1,8,387,0.48,0.12,7,0.34,0
001272,Driver,2129,Stable,4.7,46,574,0.86,0.1,15,0.02,1
001273,Driver,1588,Seasonal,3.8,1,485,0.39,0.25,5,0.34,0
001274,Driver,1660,Stable,4.5,15,387,0.56,0.1,9,0.26,0
001275,Driver,1788,Stable,4.6,41,530,0.71,0.11,14,0.28,1
001276,Driver,1279,Seasonal,4.7,31,415,0.54,0.28,11,0.22,1
001277,Driver,2264,Stable,5.0,20,638,0.75,0.1,15,0.12,1
001278,Driver,1925,Stable,5.0,43,463,0.65,0.1,15,0.2,1
001279,Driver,2439,Stable,4.4,16,705,0.64,0.1,10,0.16,1
001280,Driver,2096,Stable,4.6,13,574,0.6,0.1,12,0.19,1
001281,Driver,2126,Seasonal,4.1,8,540,0.64,0.12,10,0.22,0
001282,Driver,2420,Stable,4.1,12,665,0.63,0.1,11,0.12,0
001283,Merchant,1869,Stable,5.0,40,483,0.65,0.25,13,0.0,1
001284,Driver,1057,Stable,5.0,43,316,0.55,0.51,13,0.1,1
001285,Driver,1610,Stable,4.6,21,433,0.6,0.14,14,0.23,1
001286,Driver,1516,Stable,4.5,24,450,0.52,0.23,9,0.18,0
001287,Driver,2005,Seasonal,3.9,1,462,0.43,0.15,7,0.33,0
001288,Merchant,843,Variable,4.7,27,300,0.28,0.59,7,0.08,0
001289,Driver,2451,Seasonal,4.4,3,583,0.62,0.1,13,0.28,0
001290,Driver,2009,Stable,4.8,47,529,0.82,0.13,15,0.11,1
001291,Driver,1102,Stable,4.5,35,277,0.4,0.53,6,0.2,0
001292,Driver,1622,Stable,4.5,26,488,0.46,0.17,11,0.22,0
001293,Driver,1943,Stable,4.8,40,440,0.78,0.13,14,0.0,1
001294,Driver,2482,Stable,3.9,8,674,0.68,0.1,13,0.31,0
001295,Driver,1700,Stable,4.9,45,475,0.6,0.1,13,0.05,1
001296,Driver,1927,Stable,4.8,47,438,0.84,0.14,15,0.23,1
001297,Driver,2351,Variable,4.9,27,509,0.83,0.1,15,0.03,1
001298,Driver,2018,Stable,4.7,28,539,0.64,0.1,11,0.0,1
001299,Driver,1742,Variable,4.8,25,399,0.48,0.29,11,0.01,1
001300,Merchant,1279,Stable,4.3,11,320,0.47,0.39,10,0.31,0
001301,Driver,1892,Stable,4.9,34,449,0.63,0.1,13,0.09,1
001302,Driver,2014,Stable,4.8,41,506,0.71,0.1,15,0.17,1
001303,Merchant,1796,Stable,4.2,21,431,0.47,0.11,8,0.21,0
001304,Driver,1661,Seasonal,4.6,26,400,0.63,0.3,14,0.11,1
001305,Driver,2170,Variable,4.8,40,549,0.83,0.12,14,0.02,1
001306,Driver,1920,Stable,4.6,23,506,0.6,0.1,11,0.04,1
001307,Driver,1592,Variable,4.4,23,416,0.54,0.32,8,0.08,0
001308,Merchant,1431,Variable,4.4,12,382,0.34,0.26,6,0.12,0
001309,Driver,2305,Stable,4.8,45,666,0.82,0.1,15,0.01,1
001310,Driver,1522,Stable,4.9,41,454,0.65,0.33,13,0.17,1
001311,Driver,1970,Seasonal,4.4,12,502,0.62,0.16,11,0.23,0
001312,Merchant,1965,Stable,4.4,46,508,0.71,0.1,13,0.27,1
001313,Merchant,1338,Seasonal,4.6,32,381,0.42,0.4,10,0.07,1
001314,Driver,1634,Stable,4.2,19,461,0.5,0.21,10,0.21,0
001315,Merchant,1427,Stable,4.4,26,337,0.51,0.22,8,0.03,0
001316,Driver,1482,Stable,4.4,16,375,0.37,0.3,9,0.14,0
001317,Driver,1004,Seasonal,4.6,42,330,0.46,0.31,10,0.2,1
001318,Merchant,1713,Stable,4.4,8,389,0.54,0.3,11,0.19,0
001319,Merchant,1900,Stable,4.8,29,560,0.59,0.1,9,0.0,1
001320,Driver,1800,Seasonal,4.7,25,458,0.58,0.1,11,0.12,1
001321,Driver,1603,Seasonal,4.1,10,484,0.49,0.26,9,0.18,0
001322,Driver,1063,Seasonal,4.0,9,350,0.37,0.3,7,0.16,0
001323,Driver,2046,Stable,4.2,6,534,0.47,0.1,11,0.18,0
001324,Driver,2047,Stable,4.4,17,552,0.56,0.1,12,0.1,1
001325,Merchant,1636,Stable,4.3,16,404,0.47,0.17,11,0.09,0
001326,Driver,1370,Stable,3.9,1,384,0.31,0.37,8,0.37,0
001327,Driver,1870,Stable,4.7,26,384,0.55,0.17,13,0.01,1
001328,Driver,1562,Variable,4.4,15,408,0.51,0.16,10,0.21,0
001329,Driver,2113,Seasonal,4.6,35,575,0.79,0.1,13,0.12,1
001330,Merchant,1106,Stable,3.8,11,283,0.42,0.49,9,0.35,0
001331,Driver,1029,Stable,4.6,43,269,0.58,0.47,11,0.06,1
001332,Driver,1661,Stable,4.7,22,480,0.52,0.1,9,0.0,1
001333,Merchant,960,Stable,4.3,21,289,0.3,0.44,5,0.29,0
001334,Driver,1903,Stable,4.8,34,466,0.58,0.1,12,0.0,1
001335,Merchant,1441,Stable,4.8,42,326,0.69,0.32,12,0.0,1
001336,Driver,2219,Variable,4.0,7,593,0.66,0.1,12,0.14,0
001337,Merchant,1118,Stable,4.9,39,288,0.54,0.26,8,0.0,1
001338,Driver,1959,Stable,4.6,39,533,0.81,0.18,15,0.12,1
001339,Merchant,1135,Stable,3.9,17,353,0.43,0.35,9,0.26,0
001340,Driver,1944,Variable,4.5,15,486,0.52,0.1,9,0.12,1
001341,Merchant,1057,Seasonal,4.0,26,308,0.41,0.44,8,0.18,0
001342,Driver,1599,Variable,4.3,15,450,0.43,0.1,6,0.11,0
001343,Merchant,857,Stable,4.5,41,227,0.55,0.53,10,0.11,1
001344,Driver,1707,Stable,4.7,36,440,0.54,0.17,10,0.22,1
001345,Driver,1974,Stable,4.1,24,520,0.68,0.1,11,0.19,0
001346,Merchant,1121,Variable,4.3,34,361,0.49,0.44,9,0.15,0
001347,Driver,2150,Stable,4.7,38,610,0.73,0.1,13,0.07,1
001348,Driver,1285,Stable,4.3,15,308,0.36,0.23,6,0.25,0
001349,Merchant,1412,Variable,4.2,7,401,0.37,0.24,9,0.33,0
001350,Driver,1009,Seasonal,4.8,47,343,0.62,0.44,14,0.0,1
001351,Driver,2053,Variable,4.8,41,536,0.82,0.14,15,0.0,1
001352,Driver,2266,Seasonal,4.5,8,494,0.52,0.1,10,0.05,1
001353,Driver,2374,Stable,4.4,26,603,0.68,0.1,15,0.16,1
001354,Driver,1648,Stable,4.0,8,352,0.35,0.18,6,0.1,0
001355,Driver,1696,Variable,4.5,40,387,0.56,0.1,9,0.19,1
001356,Driver,2428,Stable,4.1,12,474,0.56,0.1,12,0.24,0
001357,Driver,1815,Stable,4.6,38,533,0.68,0.1,13,0.24,1
001358,Driver,1361,Stable,4.1,8,415,0.32,0.18,4,0.37,0
001359,Driver,1896,Variable,4.1,9,515,0.57,0.1,9,0.19,0
001360,Driver,2457,Stable,4.7,41,660,0.77,0.1,15,0.22,1
001361,Driver,2412,Stable,4.7,44,653,0.91,0.1,15,0.01,1
001362,Driver,2025,Stable,4.9,41,482,0.65,0.1,13,0.05,1
001363,Merchant,1397,Stable,4.6,34,388,0.59,0.37,9,0.1,1
001364,Driver,1622,Stable,3.8,7,465,0.43,0.1,7,0.28,0
001365,Merchant,1958,Stable,4.3,11,508,0.49,0.1,9,0.14,0
001366,Driver,1402,Seasonal,4.9,37,414,0.56,0.19,11,0.0,1
001367,Driver,2092,Stable,4.0,9,470,0.61,0.11,12,0.33,0
001368,Driver,2176,Stable,4.1,8,598,0.56,0.1,10,0.2,0
001369,Driver,2059,Stable,4.2,39,412,0.72,0.14,15,0.2,1
001370,Driver,1964,Stable,4.9,46,551,0.75,0.1,15,0.14,1
001371,Driver,1216,Stable,4.3,15,389,0.3,0.4,7,0.1,0
001372,Driver,1739,Stable,4.2,23,395,0.49,0.24,8,0.34,0
001373,Driver,2095,Stable,4.4,12,501,0.66,0.1,13,0.15,1
001374,Driver,1894,Stable,4.7,40,444,0.7,0.1,13,0.22,1
001375,Driver,1403,Stable,3.9,9,387,0.46,0.25,7,0.22,0
001376,Driver,2083,Stable,4.3,10,555,0.55,0.1,12,0.28,0
001377,Merchant,814,Stable,4.9,47,245,0.48,0.39,8,0.19,1
001378,Driver,2379,Variable,4.8,40,602,0.77,0.1,15,0.07,1
001379,Driver,1946,Seasonal,4.3,24,401,0.72,0.16,15,0.15,1
001380,Driver,1381,Stable,4.2,12,357,0.4,0.35,6,0.16,0
001381,Driver,1362,Stable,4.3,28,382,0.47,0.16,8,0.14,0
001382,Driver,1481,Variable,4.5,20,442,0.48,0.34,10,0.22,0
001383,Driver,2315,Stable,4.7,44,454,0.79,0.1,15,0.0,1
001384,Merchant,1871,Stable,4.0,14,433,0.62,0.1,13,0.18,0
001385,Driver,1318,Stable,5.0,40,406,0.51,0.2,8,0.15,1
001386,Driver,2173,Variable,4.7,36,478,0.68,0.1,11,0.2,1
001387,Driver,1322,Stable,4.2,17,358,0.5,0.24,8,0.24,0
001388,Driver,1601,Stable,4.7,25,465,0.5,0.15,9,0.04,1
001389,Driver,2004,Stable,5.0,47,543,0.85,0.19,15,0.0,1
001390,Driver,1434,Stable,4.7,44,325,0.69,0.42,14,0.26,1
001391,Driver,1132,Stable,4.7,45,374,0.59,0.3,13,0.13,1
001392,Merchant,1020,Stable,3.8,9,303,0.3,0.36,7,0.43,0
001393,Merchant,1382,Stable,4.6,43,345,0.63,0.26,13,0.21,1
001394,Driver,1891,Seasonal,4.4,33,451,0.7,0.12,12,0.04,1
001395,Merchant,1367,Stable,4.0,5,344,0.38,0.16,7,0.22,0
001396,Driver,1559,Stable,4.1,24,409,0.46,0.25,11,0.33,0
001397,Merchant,1989,Stable,4.9,35,497,0.68,0.1,13,0.21,1
001398,Merchant,1298,Stable,4.5,35,382,0.6,0.27,14,0.13,1
001399,Merchant,1521,Stable,4.5,29,456,0.63,0.16,12,0.16,1
001400,Merchant,1567,Variable,4.7,42,473,0.68,0.21,13,0.24,1
001401,Driver,2229,Seasonal,4.4,34,548,0.66,0.1,12,0.08,1
001402,Merchant,1141,Stable,4.4,26,277,0.43,0.54,8,0.28,0
001403,Driver,1076,Stable,4.1,6,330,0.29,0.47,3,0.12,0
001404,Merchant,1124,Variable,4.1,2,274,0.21,0.45,2,0.29,0
001405,Driver,2185,Stable,4.7,37,500,0.84,0.11,14,0.03,1
001406,Merchant,1944,Seasonal,4.6,47,531,0.82,0.12,15,0.07,1
001407,Driver,1153,Stable,4.1,2,320,0.21,0.34,2,0.11,0
001408,Driver,1031,Stable,4.6,34,263,0.54,0.49,8,0.09,1
001409,Driver,2234,Stable,5.0,41,540,0.86,0.1,15,0.15,1
001410,Driver,1701,Stable,4.8,26,353,0.65,0.26,13,0.12,1
001411,Merchant,1707,Stable,4.4,18,387,0.45,0.1,9,0.08,0
001412,Driver,1481,Variable,4.7,38,341,0.68,0.18,14,0.1,1
001413,Merchant,1500,Variable,4.4,15,465,0.5,0.19,9,0.14,0
001414,Driver,1566,Variable,3.8,3,396,0.31,0.25,6,0.34,0
001415,Driver,2256,Variable,4.4,43,573,0.71,0.1,15,0.2,1
001416,Driver,2067,Stable,4.6,20,506,0.53,0.15,12,0.13,1
001417,Driver,1865,Variable,4.5,14,448,0.58,0.24,9,0.14,1
001418,Driver,1808,Seasonal,4.1,15,465,0.51,0.1,11,0.21,0
001419,Driver,1144,Stable,4.8,42,276,0.56,0.39,12,0.18,1
001420,Driver,1873,Variable,5.0,42,451,0.68,0.12,15,0.0,1
001421,Merchant,1737,Variable,4.5,42,428,0.74,0.22,15,0.15,1
001422,Driver,1048,Stable,4.8,36,296,0.45,0.32,10,0.07,1
001423,Merchant,1941,Stable,4.5,25,477,0.55,0.1,11,0.15,1
001424,Driver,1400,Stable,4.1,28,427,0.43,0.29,7,0.37,0
001425,Driver,1896,Stable,4.6,27,533,0.64,0.15,13,0.26,1
001426,Merchant,1849,Variable,4.9,47,381,0.82,0.15,15,0.09,1
001427,Merchant,1227,Stable,4.3,19,388,0.4,0.35,6,0.18,0
001428,Driver,1675,Stable,3.9,2,359,0.34,0.1,4,0.17,0
001429,Merchant,1761,Stable,4.5,34,493,0.68,0.1,13,0.0,1
001430,Driver,1014,Seasonal,4.7,41,276,0.4,0.46,9,0.23,0
001431,Driver,2249,Stable,4.7,34,615,0.68,0.1,14,0.25,1
001432,Driver,1217,Stable,4.5,27,296,0.48,0.51,10,0.18,0
001433,Merchant,1408,Stable,4.8,34,371,0.47,0.38,11,0.18,1
001434,Driver,1407,Variable,4.2,12,357,0.4,0.15,8,0.11,0
001435,Driver,2363,Variable,4.3,33,618,0.84,0.1,15,0.32,1
001436,Driver,1631,Seasonal,4.4,36,343,0.61,0.28,13,0.07,1
001437,Driver,1123,Seasonal,4.8,38,345,0.43,0.45,9,0.2,1
001438,Driver,2191,Stable,4.4,10,623,0.68,0.11,11,0.14,1
001439,Driver,1230,Stable,4.4,19,372,0.42,0.44,10,0.17,0
001440,Driver,1376,Variable,4.8,36,350,0.56,0.37,12,0.13,1
001441,Driver,2499,Variable,4.3,23,628,0.72,0.1,15,0.04,1
001442,Driver,1358,Variable,4.9,42,408,0.59,0.25,9,0.17,1
001443,Merchant,1781,Stable,4.6,19,383,0.58,0.21,10,0.12,1
001444,Driver,2140,Stable,4.8,46,504,0.8,0.1,15,0.0,1
001445,Driver,2031,Variable,4.2,19,548,0.63,0.1,14,0.23,0
001446,Merchant,969,Seasonal,4.8,30,332,0.4,0.5,10,0.21,0
001447,Driver,1355,Stable,4.7,18,409,0.5,0.19,9,0.02,1
001448,Merchant,1974,Stable,4.5,26,515,0.64,0.2,12,0.08,1
001449,Merchant,1656,Stable,4.4,40,506,0.72,0.19,12,0.03,1
001450,Driver,1204,Variable,4.7,44,389,0.64,0.24,13,0.0,1
001451,Merchant,1083,Variable,4.1,7,329,0.28,0.53,7,0.09,0
001452,Driver,2388,Seasonal,5.0,33,639,0.69,0.1,15,0.0,1
001453,Merchant,1133,Stable,4.3,14,344,0.35,0.26,8,0.13,0
001454,Driver,1972,Stable,5.0,44,401,0.76,0.1,14,0.0,1
001455,Driver,2225,Stable,5.0,47,632,0.84,0.1,15,0.19,1
001456,Driver,1303,Seasonal,4.1,6,418,0.43,0.28,10,0.25,0
001457,Driver,1702,Seasonal,4.4,18,354,0.6,0.21,12,0.06,1
001458,Driver,1062,Seasonal,4.1,1,341,0.32,0.46,4,0.22,0
001459,Driver,1959,Stable,4.4,16,510,0.61,0.1,14,0.29,1
001460,Merchant,1626,Stable,4.6,38,471,0.58,0.1,9,0.02,1
001461,Driver,2400,Seasonal,4.7,27,666,0.72,0.1,12,0.0,1
001462,Driver,1652,Stable,4.5,18,480,0.49,0.1,9,0.27,0
001463,Merchant,1232,Stable,4.7,19,303,0.34,0.25,7,0.12,0
001464,Driver,1804,Stable,4.3,31,523,0.67,0.13,15,0.22,1
001465,Merchant,1976,Stable,4.2,8,472,0.43,0.1,6,0.27,0
001466,Merchant,1010,Stable,4.5,30,286,0.34,0.33,7,0.21,0
001467,Merchant,1500,Variable,4.4,36,377,0.61,0.15,11,0.19,1
001468,Merchant,973,Stable,4.9,38,243,0.49,0.53,8,0.2,1
001469,Driver,2040,Variable,4.3,19,476,0.56,0.16,13,0.34,0
001470,Driver,2276,Seasonal,5.0,45,504,0.86,0.1,15,0.09,1
001471,Driver,2386,Stable,4.8,45,668,0.91,0.1,15,0.0,1
001472,Driver,1036,Variable,4.2,2,305,0.17,0.48,5,0.21,0
001473,Driver,1175,Variable,4.5,19,280,0.42,0.31,10,0.1,0
001474,Driver,2062,Variable,4.4,27,568,0.76,0.1,15,0.1,1
001475,Driver,2115,Seasonal,5.0,44,506,0.86,0.1,15,0.0,1
001476,Driver,2494,Stable,4.2,14,668,0.77,0.1,14,0.26,1
001477,Merchant,1557,Variable,4.4,26,391,0.49,0.34,11,0.17,0
001478,Merchant,1595,Seasonal,4.0,17,455,0.45,0.25,8,0.33,0
001479,Driver,1150,Stable,4.2,25,348,0.48,0.3,9,0.36,0
001480,Merchant,812,Stable,4.4,24,225,0.35,0.49,9,0.02,0
001481,Merchant,944,Stable,3.6,2,316,0.27,0.55,4,0.45,0
001482,Driver,2303,Stable,4.8,39,488,0.84,0.1,15,0.02,1
001483,Merchant,1308,Stable,4.3,24,368,0.38,0.36,5,0.28,0
001484,Merchant,1872,Stable,4.2,18,564,0.57,0.15,12,0.2,0
001485,Merchant,1553,Seasonal,4.8,28,462,0.61,0.33,10,0.16,1
001486,Driver,2078,Stable,4.1,1,420,0.42,0.1,8,0.34,0
001487,Driver,1852,Stable,4.4,20,436,0.47,0.2,10,0.2,0
001488,Driver,2251,Seasonal,4.5,38,574,0.77,0.1,15,0.1,1
001489,Merchant,1213,Seasonal,4.6,26,350,0.41,0.49,9,0.25,0
001490,Merchant,884,Stable,5.0,38,271,0.42,0.45,10,0.0,1
001491,Driver,1027,Stable,4.1,5,277,0.28,0.5,5,0.22,0
001492,Driver,2306,Variable,4.4,12,559,0.71,0.1,15,0.18,1
001493,Driver,1163,Seasonal,4.0,9,326,0.41,0.39,8,0.23,0
001494,Driver,1653,Variable,4.2,2,373,0.44,0.19,9,0.16,0
001495,Driver,1499,Stable,4.8,47,436,0.69,0.24,12,0.13,1
001496,Driver,1337,Variable,4.5,21,378,0.47,0.3,9,0.02,0
001497,Merchant,1130,Stable,4.3,30,314,0.52,0.43,12,0.26,0
001498,Driver,1326,Stable,4.6,23,379,0.46,0.4,10,0.12,0
001499,Driver,2424,Stable,4.9,40,473,0.85,0.1,15,0.02,1
001500,Driver,1314,Stable,4.3,25,327,0.49,0.19,7,0.17,0
001501,Driver,1678,Seasonal,4.4,19,456,0.49,0.15,9,0.26,0
001502,Driver,1568,Seasonal,4.1,9,426,0.43,0.18,7,0.08,0
